"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H8748","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.","01/01/2009","5156"
"H8748","008","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 1 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","1388"
"H8748","009","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 2 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","376"
"H8748","010","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 1 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","1007"
"H8748","011","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 2 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","518"
"H8748","012","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","1139"
"H8748","013","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","988"
"H8748","014","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","571"
"H8748","015","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","1709"
"H8748","017","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","923"
"H8748","018","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","1415"
"H8748","019","Local CCP","HMO","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Essential (HMO)","UnitedHealth Group, Inc.","01/01/2009","304"
"H8748","020","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.","01/01/2009","1240"
"H8748","022","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 1 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","76"
"H8748","023","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plus Plan 2 (HMO-POS)","UnitedHealth Group, Inc.","01/01/2009","64"
"H8748","024","Local CCP","HMO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.","01/01/2009","137"
"H8764","001","Local CCP","HMO","Yes","ASPIRE HEALTH PLAN","Aspire Health Plan","Aspire Health Advantage (HMO)","Montage Health","01/01/2014","611"
"H8764","002","Local CCP","HMOPOS","Yes","ASPIRE HEALTH PLAN","Aspire Health Plan","Aspire Health Plus (HMO-POS)","Montage Health","01/01/2014","1108"
"H8764","003","Local CCP","HMO","Yes","ASPIRE HEALTH PLAN","Aspire Health Plan","Aspire Health Value (HMO)","Montage Health","01/01/2014","2512"
"H8764","801","Local CCP","HMOPOS","Yes","ASPIRE HEALTH PLAN","Aspire Health Plan","Aspire Health Group Plus (HMO-POS)","Montage Health","01/01/2014","238"
"H8768","001","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","4259"
"H8768","002","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","2363"
"H8768","003","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","647"
"H8768","004","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","165"
"H8768","005","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","4203"
"H8768","006","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","173"
"H8768","007","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","602"
"H8768","008","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","1222"
"H8768","009","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE CO OF THE RIVER VALLEY","UnitedHealthcare","AARP MedicareComplete Choice (PPO)","UnitedHealth Group, Inc.","01/01/2018","3933"
"H8769","001","National PACE","National PACE","Yes","GENESYS AMBULATORY HEALTH SERVICES, INC.","Genesys PACE of Genesee County","Genesys PACE of Genesee County (PACE)","Ascension Health Alliance","08/01/2015","127"
"H8769","002","National PACE","National PACE","Yes","GENESYS AMBULATORY HEALTH SERVICES, INC.","Genesys PACE of Genesee County","Genesys PACE of Genesee County (PACE)","Ascension Health Alliance","08/01/2015","*"
"H8777","001","National PACE","National PACE","Yes","COMPLETE SENIOR CARE, INC.","Complete Senior Care","Complete Senior Care Dual (PACE)","Health Association of Niagara County, Incorp.","08/01/2011","122"
"H8777","002","National PACE","National PACE","Yes","COMPLETE SENIOR CARE, INC.","Complete Senior Care","Complete Senior Care Medicare Only (PACE)","Health Association of Niagara County, Incorp.","08/01/2011","*"
"H8783","001","Local CCP","Local PPO","Yes","UCARE HEALTH, INC.","UCare","EssentiaCare Secure (PPO)","UCare Minnesota","01/01/2019","1273"
"H8783","002","Local CCP","Local PPO","Yes","UCARE HEALTH, INC.","UCare","EssentiaCare Grand (PPO)","UCare Minnesota","01/01/2019","404"
"H8786","001","Demo","Medicare-Medicaid Plan HMO","Yes","AMERIGROUP TEXAS, INC.","Amerigroup STAR+PLUS MMP","Amerigroup Medicare-Medicaid Plan (Medicare-Medicaid Plan)","Anthem Inc.","03/01/2015","12615"
"H8800","001","National PACE","National PACE","Yes","TOTAL SENIOR CARE, INC.","Total Senior Care, Inc.","Total Senior Care - Dual (PACE)","Community Care of Western New York, Inc.","10/01/2008","115"
"H8800","002","National PACE","National PACE","Yes","TOTAL SENIOR CARE, INC.","Total Senior Care, Inc.","Total Senior Care - Medicare Small Only (PACE)","Community Care of Western New York, Inc.","10/01/2008","*"
"H8851","001","Demo","Medicare-Medicaid Plan HMO","Yes","SENIOR WHOLE HEALTH OF NEW YORK, INC.","SWH Whole Health FIDA Plan","SWH Whole Health FIDA (Medicare-Medicaid Plan)","Magellan Health, Inc.","01/01/2015","115"
"H8854","002","Local CCP","HMO","Yes","UNIVERSITY OF MARYLAND HEALTH ADVANTAGE, INC.","University of Maryland Health Advantage","UMHA Dual (HMO SNP)","University of Maryland Medical System Corporation","01/01/2016","4946"
"H8889","001","Local CCP","Local PPO","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H8889-001 (PPO)","Medica Holding Company","01/01/2019","12243"
"H8889","002","Local CCP","Local PPO","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H8889-002 (PPO)","Medica Holding Company","01/01/2019","2405"
"H8889","003","Local CCP","Local PPO","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H8889-003 (PPO)","Medica Holding Company","01/01/2019","3743"
"H8889","004","Local CCP","Local PPO","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H8889-004 (PPO)","Medica Holding Company","01/01/2019","2529"
"H8889","801","Local CCP","Local PPO","Yes","MEDICA HEALTH PLANS","Medica","Medica Group Advantage Solution (PPO)","Medica Holding Company","01/01/2019","3747"
"H8908","001","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Gold Plus H8908-001 (HMO)","Humana Inc.","01/01/2013","3999"
"H8908","002","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Gold Plus H8908-002 (HMO)","Humana Inc.","01/01/2013","2056"
"H8908","004","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Gold Plus H8908-004 (HMO)","Humana Inc.","01/01/2013","5560"
"H8908","005","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Gold Plus SNP-DE H8908-005 (HMO SNP)","Humana Inc.","01/01/2013","1628"
"H8908","801","Local CCP","HMO","Yes","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2013","*"
"H8908","802","Local CCP","HMO","No","HUMANA MEDICAL PLAN OF MICHIGAN, INC.","Humana","Humana Medicare Employer (HMO)","Humana Inc.","01/01/2013","*"
"H8967","001","Local CCP","HMO","Yes","GOOD SAMARITAN INSURANCE PLAN OF NORTH DAKOTA, LLC","Great Plains Medicare Advantage","Great Plains Medicare Advantage (HMO SNP)","Sanford Health","01/01/2018","196"
"H9001","013","Local CCP","HMOPOS","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Saver Enhanced Rx (HMO-POS)","Fallon Community Health Plan","04/01/1980","3301"
"H9001","015","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Standard Enhanced Rx (HMO)","Fallon Community Health Plan","04/01/1980","823"
"H9001","019","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","NaviCare (HMO SNP)","Fallon Community Health Plan","04/01/1980","7052"
"H9001","029","Local CCP","HMO","No","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Saver (HMO)","Fallon Community Health Plan","04/01/1980","297"
"H9001","030","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Saver Enhanced Rx (HMO)","Fallon Community Health Plan","04/01/1980","1097"
"H9001","031","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Plus Enhanced Rx (HMO)","Fallon Community Health Plan","04/01/1980","1376"
"H9001","032","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Super Saver Rx (HMO)","Fallon Community Health Plan","04/01/1980","1325"
"H9001","033","Local CCP","HMOPOS","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Plus Enhanced Rx (HMO-POS)","Fallon Community Health Plan","04/01/1980","535"
"H9001","034","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","Fallon Senior Plan Flex Enhanced Rx (HMO)","Fallon Community Health Plan","04/01/1980","2498"
"H9001","803","Local CCP","HMO","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","MA-PD HMO (HMO)","Fallon Community Health Plan","04/01/1980","1202"
"H9001","804","Local CCP","HMOPOS","Yes","FALLON COMMUNITY HEALTH PLAN","Fallon Health","MA-PD HMO POS (HMO-POS)","Fallon Community Health Plan","04/01/1980","*"
"H9001","805","Local CCP","HMO","No","FALLON COMMUNITY HEALTH PLAN","Fallon Health","MA only (HMO)","Fallon Community Health Plan","04/01/1980","*"
"H9001","806","Local CCP","HMO","No","FALLON COMMUNITY HEALTH PLAN","Fallon Health","MA only Non-calendar (HMO)","Fallon Community Health Plan","04/01/1980","*"
"H9003","001","Local CCP","HMO","Yes","KAISER FOUNDATION HP OF THE N W","Kaiser Permanente","Kaiser Permanente Senior Advantage (HMO)","Kaiser Foundation Health Plan, Inc.","04/01/1980","35630"
"H9003","006","Local CCP","HMO","Yes","KAISER FOUNDATION HP OF THE N W","Kaiser Permanente","Kaiser Permanente Senior Advantage Basic (HMO)","Kaiser Foundation Health Plan, Inc.","04/01/1980","30711"
"H9003","801","Local CCP","HMO","Yes","KAISER FOUNDATION HP OF THE N W","Kaiser Permanente","Employer Group Only with Part D (HMO)","Kaiser Foundation Health Plan, Inc.","04/01/1980","21192"
"H9003","802","Local CCP","HMO","No","KAISER FOUNDATION HP OF THE N W","Kaiser Permanente","Employer Group Only without Part D (HMO)","Kaiser Foundation Health Plan, Inc.","04/01/1980","3820"
"H9003","805","Local CCP","HMO","Yes","KAISER FOUNDATION HP OF THE N W","Kaiser Permanente","FEHB AB with D (HMO)","Kaiser Foundation Health Plan, Inc.","04/01/1980","4231"
"H9047","001","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Extra + RX (HMO)","Providence Health & Services","12/01/1985","8405"
"H9047","013","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Extra Part B Only + RX (HMO)","Providence Health & Services","12/01/1985","*"
"H9047","024","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Choice + RX (HMO-POS)","Providence Health & Services","12/01/1985","22651"
"H9047","033","Local CCP","HMO","No","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Focus Medical (HMO)","Providence Health & Services","12/01/1985","661"
"H9047","035","Local CCP","HMOPOS","No","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Select Medical (HMO-POS)","Providence Health & Services","12/01/1985","1140"
"H9047","037","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Prime + RX (HMO)","Providence Health & Services","12/01/1985","8001"
"H9047","038","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Latitude + RX (HMO-POS)","Providence Health & Services","12/01/1985","239"
"H9047","039","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Compass + RX (HMO-POS)","Providence Health & Services","12/01/1985","772"
"H9047","043","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Dual Plus (HMO SNP)","Providence Health & Services","12/01/1985","1070"
"H9047","045","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Enrich + RX (HMO)","Providence Health & Services","12/01/1985","62"
"H9047","047","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Summit + RX (HMO-POS)","Providence Health & Services","12/01/1985","157"
"H9047","049","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Harbor + RX (HMO)","Providence Health & Services","12/01/1985","488"
"H9047","054","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Timber + RX (HMO)","Providence Health & Services","12/01/1985","357"
"H9047","804","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Align Group Plan + RX (HMO)","Providence Health & Services","12/01/1985","1460"
"H9047","805","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Flex Group Plan + RX (HMO-POS)","Providence Health & Services","12/01/1985","*"
"H9047","808","Local CCP","HMO","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Align Group Plan + RX (HMO)","Providence Health & Services","12/01/1985","8699"
"H9047","809","Local CCP","HMOPOS","Yes","PROVIDENCE HEALTH ASSURANCE","Providence Medicare Advantage Plans","Providence Medicare Flex Group Plan + RX (HMO-POS)","Providence Health & Services","12/01/1985","4153"
"H9066","001","Local CCP","HMO","Yes","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","Nascentia Health Plus","Nascentia Health Plus (HMO SNP)","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","01/01/2019","*"
"H9066","002","Local CCP","HMO","Yes","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","Nascentia Health Plus","Nascentia Health Institutional (HMO SNP)","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","01/01/2019","*"
"H9066","003","Local CCP","HMO","Yes","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","Nascentia Health Plus","Nascentia Health Dual (HMO SNP)","VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK","01/01/2019","20"
"H9068","001","National PACE","National PACE","Yes","ALBRIGHT CARE SERVICES","ALBRIGHT CARE SERVICES","Albright LIFE (PACE)","Albright Care Services","01/01/2012","197"
"H9068","002","National PACE","National PACE","Yes","ALBRIGHT CARE SERVICES","ALBRIGHT CARE SERVICES","Albright LIFE Medicare Only (PACE)","Albright Care Services","01/01/2012","*"
"H9070","001","Local CCP","Local PPO","Yes","COMPBENEFITS INSURANCE COMPANY","Humana","HumanaChoice H9070-001 (PPO)","Humana Inc.","01/01/2019","12074"
"H9070","002","Local CCP","Local PPO","Yes","COMPBENEFITS INSURANCE COMPANY","Humana","Humana Value Plus H9070-002 (PPO)","Humana Inc.","01/01/2019","1953"
"H9082","007","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,","01/01/2008","3225"
"H9096","001","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage Assurance (HMO)","SSM Healthcare Corporation","01/01/2016","980"
"H9096","002","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage Balance (HMO)","SSM Healthcare Corporation","01/01/2016","1604"
"H9096","003","Local CCP","HMOPOS","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage Confidence (HMO-POS)","SSM Healthcare Corporation","01/01/2016","711"
"H9096","004","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage Essential (HMO)","SSM Healthcare Corporation","01/01/2016","690"
"H9096","005","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage Complete (HMO)","SSM Healthcare Corporation","01/01/2016","1546"
"H9096","006","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Prevea360 Medicare Advantage Essential (HMO)","SSM Healthcare Corporation","01/01/2016","*"
"H9096","007","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Prevea360 Medicare Advantage Assurance (HMO)","SSM Healthcare Corporation","01/01/2016","*"
"H9096","008","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Prevea360 Medicare Advantage Balance (HMO)","SSM Healthcare Corporation","01/01/2016","*"
"H9096","009","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Prevea360 Medicare Advantage Complete (HMO)","SSM Healthcare Corporation","01/01/2016","22"
"H9096","801","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage - EGWP MAPD CY (HMO)","SSM Healthcare Corporation","01/01/2016","*"
"H9096","802","Local CCP","HMO","Yes","DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage","Dean Advantage - EGWP MAPD Non CY (HMO)","SSM Healthcare Corporation","01/01/2016","*"
