Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
S5596,59,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,60,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,62,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,63,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,803,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Blue MedicareRx (PDP),Anthem Inc.,01/01/2006
S5596,804,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Blue MedicareRx (PDP),Anthem Inc.,01/01/2006
S5601,2,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,3,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,4,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,5,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,6,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,7,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,8,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,9,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,10,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,11,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,12,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,13,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,14,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,15,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,16,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,17,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,18,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,19,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,20,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,21,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,22,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,23,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,24,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,25,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,26,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,27,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,28,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,29,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,30,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,31,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,32,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,33,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,34,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,35,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,36,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,37,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,38,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,40,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,41,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,42,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,44,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,45,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,46,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,48,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,49,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,50,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,51,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,52,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,53,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,54,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,55,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,56,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,57,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,58,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,59,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,60,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,61,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,62,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,63,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,64,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,65,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,66,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,67,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,68,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Choice (PDP),CVS Health Corporation,01/01/2006
S5601,107,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,108,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,109,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Plus (PDP),CVS Health Corporation,01/01/2006
S5601,143,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,144,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,145,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,146,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,147,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,148,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,149,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,150,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,151,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,152,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,153,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,154,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,155,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,156,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,157,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,158,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,159,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,160,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,161,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,162,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,163,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,164,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,165,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,166,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,167,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,168,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,169,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,170,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,171,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,172,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,173,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,174,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,175,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Allure (PDP),CVS Health Corporation,01/01/2006
S5601,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Group - 5 Tier - Calendar (PDP),CVS Health Corporation,01/01/2006
S5601,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript Group - 5 Tier - Non-Calendar (PDP),CVS Health Corporation,01/01/2006
S5601,803,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,SILVERSCRIPT INSURANCE COMPANY,SilverScript,SilverScript FI Group - 5 Tier - Calendar (PDP),CVS Health Corporation,01/01/2006
