"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Septic arthritis w MCC . ",0,0,0,0,0,0,0,0,0,7047.07,0,3107.67333333333,143.125,0,0,0,0,0,0,0,3815.888,0,10098.92,0,0,0,0,0,0,0,1110.18,0,760,3494.32,1249.25,0,1616,663.268,0,0,1174,200,0,424.4,0,0,838,6679.1425,0,0,342,2163.39,0,0,5110.32
"Septic arthritis w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,867.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,200,0,0,0,0,0,190.53,0,0,0,1000,0,0,0
"Septicemia w MV 96+ hours ............... ",0,0,1851,0,2570,4101,7213.625,0,0,7390.51777777778,0,3016.85227272727,1260.74303030303,0,0,3331.5,1077,0,539.89,0,10550.2797435897,505.605,6105.72,0,2049,0,0,0,7625.2625,0,1087.1405,0,1577.44916666667,3996.13333333333,0,0,942.42,3332.72384615385,0,0,3757.84083333333,744.972857142857,15964.6667567568,1340.89964285714,1146.11333333333,1376.32944444444,2354.32222222222,16746.9061538462,7120.51,2594.88,0,2627.08961538462,0,0,4938.55333333333
"Septicemia w/o MV 96+ hours w MCC ",0,0,1033.43088235294,0,7200.74625,1892.56705426357,1653.89789189189,959.2825,0,4048.70891364902,507.920454545455,2359.36567398119,375.492742616034,0,0,3799.95875,532.5625,194.59,250,452.984848484848,3038.682067274,625.15,5880.53957446809,0,3689.6170212766,467.8,190.71,0,648.228988095238,507.423157894737,754.577160493827,0,1150.64512195122,3532.69116104869,1210.094,0,975.333333333333,726.329019189765,6011.7275,660,2376.05829787234,534.159002079002,2973.21862111801,788.83998447205,774.660046728972,995.065503597122,1324.67023036649,3221.32035835024,2941.76361111111,1983.01782608696,500.078181818182,2645.97200442152,843.545581395349,0,4508.02449438202
"Septicemia w/o MV 96+ hours w/o MCC",0,243,1001.59504504505,0,1285,2016.03448275862,1130.18683333333,0,0,3626.22967948718,367.32,2271.40217948718,398.769639344262,700,0,3254.955,412.470873786408,0,0,286.355263157895,1935.84277602524,1322.37909090909,4758.06365853659,465,2129.04933333333,0,0,0,455.613230769231,851.93,701.701166666667,0,946.833015873016,3219.35517647059,939.0348,0,755.518888888889,564.787337662338,0,577.5,2013.55206896552,553.940909090909,1403.9358,759.533846153846,804.016037735849,856.024782608696,732.418066914498,1541.0782245827,2580.75,996,325.875,2122.000390625,1119.35615384615,0,3974.87406535948
"Shoulder,elbow or forearm proc,exc major joint proc w CC ",0,0,0,0,0,0,0,0,0,4860.53125,0,0,226.05,0,0,0,0,0,0,0,874.96125,0,2158,0,0,0,169.74,0,235,0,580,0,0,12764.615625,1574.87625,0,1884.53588235294,1577.520625,0,0,1164.84,501.666666666667,1009.05333333333,6604.065,4015.30777777778,858.506666666667,3731.31363636364,2800.74941176471,0,5047.31,102,2207.8,0,0,14649.1515073529
"Shoulder,elbow or forearm proc,exc major joint proc w MCC",0,0,0,0,0,0,0,0,0,7950.36,0,2270.05,0,0,0,0,0,0,0,0,1181.995,0,3809.18,0,0,0,0,0,0,0,0,0,0,7142.525,1669.19,0,901.275,2376.165,0,0,0,0,0,1035.29,881.05,0,2668.74,1612.945,0,0,0,5282.305,0,0,8043.8
"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,2131.13,0,0,221,0,0,0,0,0,0,0,628.361111111111,110.2,0,0,0,0,0,0,396,0,0,0,0,11631.1338461538,1457.97090909091,0,1611.65416666667,1081.456,0,690,0,158,0,478.214285714286,486.784285714286,0,1584.68,768.695454545455,0,0,0,1937.00666666667,0,0,13242.7880128205
"Signs & symptoms of musculoskeletal system & conn tissue w MCC",0,0,0,0,0,1951,540,0,0,3539.04,0,2312.17,282.05,0,0,0,432,0,0,283,2066.752,0,3229,0,0,0,0,0,124,0,924.215,0,3660.96,9521.96,0,0,0,642.772222222222,0,0,3323.47,367.545,982.5,1160.058,1331.34,637.415,1821.862,2295.50272727273,2839.34,0,314,2638.53166666667,932.166666666667,0,9521.96
"Signs & symptoms of musculoskeletal system & conn tissue w/o MCC",0,0,427,0,0,1899,800.5,0,0,3801.5,0,1753.01,436.4475,1313,0,1359,277.5,0,0,235.25,1200.29633802817,1092.21666666667,5753.61444444444,0,2766.355,113,0,0,532.27,0,871.976,0,1289.952,869.004,523.52,0,992.67,798.288125,0,0,2354.1075,584.876153846154,1744.37,827.946274509804,945.376842105263,413.935,574.485263157895,1340.78534482759,0,0,4135.6,1812.04322033898,1927.35266666667,0,1861.674
"Signs & symptoms w MCC ",0,0,564.40625,0,0,0,1131.70833333333,507,0,2912.235,0,1945.086,288.14652173913,0,0,3604,446.875,1840,0,223,1670.15618181818,408.346666666667,3775.87,0,3509.5,574,0,0,401.136,238,746.164,0,897,2610.7275,1656.61,0,743.39,676.063888888889,2876.75,0,1117.97833333333,714.900714285714,1019.17294117647,810.980689655172,467.068,1097.67625,1039.58476190476,3604.20910714286,2083.67888888889,761.09,196.333333333333,1681.34595238095,1900.00833333333,0,3354.1175
"Signs & symptoms w/o MCC ",0,0,466.590909090909,0,0,1877,1008.625,584,0,2889.46911764706,114.84,1975.99583333333,416.255943396226,0,0,0,349.9,0,0,326.5,1308.07269230769,685.805,4527.29434782609,0,2968.46333333333,267,0,0,408.530434782609,387,723.050740740741,0,1042.643125,2779.77916666667,798.81,0,967.164,666.623214285714,14981.6025,0,1403.50166666667,588.010188679245,1054.80823529412,690.264214876033,605.947317073171,688.912631578947,685.269705882353,1276.0481372549,0,0,662.466666666667,1725.26636363636,1318.05821428571,0,3746.94316666667
"Simple pneumonia & pleurisy w CC",0,0,719.974358974359,0,0,1780.39947368421,1074.18975903614,0,0,2484.77575268817,553.99,2011.3956626506,325.557293447293,0,0,2481.5,442.825471698113,0,1033.8,261.815789473684,1791.34534313725,651.876666666667,3025.31416666667,0,2719.84636363636,0,0,0,637.558625592417,663.76,747.328055555556,0,916.2316,1342.561,968.364,0,769.003333333333,553.670996441281,2100,690,1306.14954545455,593.44108490566,1635.88874686717,629.770215517241,703.132549019608,671.107755102041,1022.6042195122,1199.57466666667,3441,3520.24,598.513513513514,1576.04014767932,1262.88392857143,0,2111.56433333333
"Simple pneumonia & pleurisy w MCC ",0,0,760.328512396694,0,8416.74,2193.29903225806,1384.89673611111,0,0,2693.0023853211,323.74,1949.56788135593,337.78511627907,0,0,2751.635,585.678571428571,778.36,0,797.326923076923,2014.52748888889,1002.09533333333,3491.963125,0,2563.25823529412,180,0,0,1011.05086580087,1051.78875,705.826153846154,0,1103.62047619048,2170.78222222222,1065.27,0,791.915,638.769657947686,12300.3466666667,0,1737.19692307692,581.562134831461,2536.29853731343,725.049850187266,513.333793103448,710.282051282051,1316.63317757009,1963.36245614035,2485.53571428571,1729.92,765.472083333333,1613.35311546841,1789.35882352941,0,2962.69722222222
"Simple pneumonia & pleurisy w/o CC/ MCC",0,0,646.881944444444,0,0,1928.66666666667,735.36170212766,0,0,2367.593125,0,1874.497,337.710305343511,0,0,0,387.771739130435,0,0,301.225,1389.08126984127,611.285,4225.5,0,2852.294,0,0,0,622.880540540541,544.94,722.633636363636,0,927.941666666667,171.87,306.81,0,0,490.374177777778,0,660,1012.25,655.828928571429,1207.83348684211,625.738024691358,655.763636363636,644.775625,648.49303030303,758.796108597285,0,5098.08,1812.115,1488.28074074074,1491.57,0,171.87
"Sinus & mastoid procedures w CC/ MCC",0,0,0,0,0,0,0,0,0,5205,0,0,0,0,0,0,0,0,0,0,3804.13,359.24,5000,0,0,841,0,0,0,0,0,0,0,20791.775,1929.915,0,3436.635,328,0,0,15533.88,0,0,1459.38,0,0,353.35,8602.855,0,0,0,2413.64,0,0,24228.41
"Skin graft &/or debrid exc for skin ulcer or cellulitis w CC",0,0,0,0,0,0,0,0,0,6221.4,0,0,0,0,0,0,0,0,0,0,2076.56333333333,1198.36,0,0,0,0,0,0,0,0,1429.18,0,0,31741.942,2394.538,0,5623.486,1198.7,0,0,1544.7,429.74,0,3786.32,1217.365,0,1944.38,5436.914,0,0,0,6502.29,0,0,37365.428
"Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC",0,0,0,0,0,0,0,0,0,0,0,2142.82,104,0,0,0,0,0,0,0,3301.14,0,0,0,0,0,0,0,0,0,0,0,0,36097.85,0,0,6526.52,351.66,0,0,0,0,0,747.25,0,0,386.27,3604.64,0,0,194,0,0,0,42624.37
"Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.676666666667,203.625,0,0,0,0,0,0,0,0,0,0,0,8970.156,1024.31,0,1681.834,0,0,0,0,0,0,440.816666666667,0,0,1056.556,1202.782,0,0,0,0,0,0,10651.99
"Skin graft &/or debrid for skn ulcer or cellulitis w CC",0,0,0,0,0,0,0,0,0,0,0,0,143.125,0,0,0,0,0,0,0,3943.65666666667,167.93,0,0,0,0,0,0,0,0,0,0,801.07,25321.4733333333,2322.84,0,4049.51,718.37,0,0,9816.7,1074.36,0,2142.465,0,0,6337.58333333333,8019.21,0,0,194,3764.78,0,0,29370.9833333333
"Skin graft &/or debrid for skn ulcer or cellulitis w MCC",0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,2389.21,153.86,0,0,0,0,0,0,0,0,474.18,0,0,14436.5625,890.48,0,2768.45333333333,1722.785,0,0,1544.7,1611.54,0,2249.38,479.75,0,559.7125,8237.1475,0,0,0,0,0,0,17205.0158333333
"Skin graft &/or debrid for skn ulcer or cellulitis w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10543,2263.5,0,1304,328,0,0,0,0,0,0,0,0,406.44,1069.47,0,0,0,0,0,0,11847
"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC",3326.68,0,882.5,0,0,28015.52,648,0,0,533,0,0,178.125,0,0,0,224.875,0,0,0,1283.33727272727,213.625,2282.125,0,0,0,0,0,100.29,0,474.18,0,903.663333333333,6812.713,661.166666666667,0,743.2,500.495555555556,0,0,519.7,588.34,2015.95,898.518571428571,1925,0,1488.645,2896.12785714286,0,183.88,194,948.7125,400,0,7555.913
"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC",0,0,0,0,0,0,0,0,0,1352.33,0,0,304.24,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614.38,0,0,390.26,2510.29,0,183.88,0,1565,0,0,0
"Skin grafts & wound debrid for endoc, nutrit & metab dis w/o CC/MCC",0,0,0,0,0,0,0,0,0,4677.62,0,0,313.725,0,0,0,0,0,0,0,1222.22666666667,125.73,0,0,0,0,0,0,0,0,0,0,0,13105.735,1259.705,0,2114.945,944.875,0,0,0,0,0,329,0,0,397.945,1006.53,0,0,113,3729.3,0,0,15220.68
"Skin ulcers w CC ",0,0,554.166666666667,0,0,0,789.125,0,0,1517,0,2050.085,273.84,0,0,0,310.125,0,0,372,1151.97285714286,0,3420,0,1762,0,0,0,880,0,521.455,0,707.995,1772.39,0,0,0,472.225,0,0,0,450.676,414,768.6625,785.375,450.75,619.458333333333,1412.75555555556,0,0,145,1503.75090909091,0,0,1772.39
"Skin ulcers w MCC",0,0,182,0,0,0,700,0,0,3931.63,0,2006.085,189.78,0,0,0,327,0,0,906,1582.26428571429,0,0,0,0,0,0,0,0,0,0,0,1520,1044.41,0,0,0,659.26,0,0,974.5,735.59,984.635,890.755,653.666666666667,965.63,435.2625,5104.35428571429,1354.32,0,0,1603.355,0,0,1044.41
"Skin ulcers w/o CC/MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,922,0,2394.58,1750.05,0,0,0,1144.7,0,0,0
"Soft tissue procedures w CC",0,0,1751,0,0,1899,884,0,0,4597.80111111111,0,2312.17,272.906666666667,2572.42,0,0,289.5,0,0,198,2067.68785714286,488.686666666667,5735.01,0,0,0,392.06,0,0,0,658.874,0,935.775,10302.6,1268.7364,0,1568.7456,860.868636363636,0,0,2198.95,843.256,691.243333333333,597.067368421053,472.603333333333,0,1036.3845,11461.2283333333,0,0,962.4,2348.66611111111,4075.4,0,11871.3456
"Soft tissue procedures w MCC",0,0,0,0,8387.29,12558.275,0,0,0,3147.0625,906.71,1815.23,1753.185,0,0,0,0,0,0,0,4552.16428571429,932.66,3451,0,0,0,0,0,0,0,465.696666666667,0,2063.875,14981.995,872.945,0,2771.81,1595.432,0,0,1318.83333333333,1589.95,2691.08333333333,888.8,922,708.19,2735.57166666667,6362.15428571429,5765.59,4919.53,0,4329.13666666667,0,0,17753.805
"Soft tissue procedures w/o CC/MCC",0,0,3327,0,0,0,262,0,0,2993.675,0,0,154.5,0,0,0,246,0,0,0,878.671666666667,221.716666666667,2777,0,0,0,0,0,0,0,0,0,1504.535,18833.0005263158,1599.86944444444,0,2453.00777777778,719.876363636364,0,0,0,607,381.5,606.365833333333,583.5,0,3912.07666666667,1390.3265,0,24405.98,0,2251.52125,1911,0,21286.0083040936
"Spinal disorders & injuries w CC/MCC ",0,0,0,0,0,1951,1047.5,4019.8,0,8701.61,0,0,1362,0,0,0,554,0,539.89,200,1125.43684210526,0,6882.25,0,0,0,176.86,0,0,0,0,0,995.525,2025.19,0,0,0,1110.14083333333,4541.99,0,2309.84,444.25,5434.6,10879.698,8258.5935,1446.15285714286,919.08,3963.6455,0,0,262.5,4878.59875,0,0,2025.19
"Spinal disorders & injuries w/o CC/ MCC",0,0,0,0,0,0,0,0,0,4595.85,0,0,0,0,0,0,0,0,0,0,352.923333333333,0,4417.71,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,715.79,0,0,0,0,0,2777.8175,2579.2175,618.2,0,839.8225,0,0,0,4977.505,0,0,0
"Spinal fus exc cerv w spinal curv/ malig/infec or 9+ fus w CC",0,0,0,0,0,0,0,0,0,5107.51166666667,0,0,146,0,0,0,0,0,0,0,1625.89875,637.826666666667,5106.9,0,0,0,0,0,0,0,0,0,0,19921.09125,1185.21,0,3678.72166666667,2879.1175,4324.96,0,1793.404375,0,1416.46454545455,1003.91958333333,701.66,0,3020.57541666667,3319.79833333333,0,0,0,3546.994,0,0,23599.8129166667
"Spinal fus exc cerv w spinal curv/ malig/infec or 9+ fus w MCC",0,0,0,0,0,0,0,0,0,6875.50571428571,228.64,2120.855,130,0,0,0,0,0,0,0,3316.9,732.482,6706.664,0,1861,0,0,0,0,0,817.35,0,1239,23086.9641666667,957.536666666667,0,3826.35083333333,3388.33666666667,0,0,4234.31777777778,537.18,2106.668,1684.07083333333,1215.448,708.19,3854.86666666667,5290.5175,0,0,0,3553.215,0,0,26913.315
"Spinal fus exc cerv w spinal curv/ malig/infec or 9+ fus w/o CC/MCC",0,0,0,0,0,0,0,0,0,2351,0,0,0,0,0,0,0,0,0,0,882.31,0,0,0,0,0,0,0,0,0,0,0,0,15889.61,1061.205,0,1956.03333333333,1541.64,0,0,1698.45,0,1170.24,1059.31666666667,704.38,0,2134.09,2722.51666666667,0,0,0,0,0,0,17845.6433333333
"Spinal fusion except cervical w MCC ",0,0,0,0,0,1925,212,0,0,5022.525,0,2312.17,338.372857142857,0,0,0,128,0,0,0,2707.79565217391,0,6860.3375,0,982,0,176.86,0,192.486666666667,966,0,0,1367.77666666667,17463.958,1328.06052631579,0,2368.48291666667,2603.0948,0,0,3626.67166666667,0,4102.97076923077,1306.4472,1138.87,1753.2325,3539.87391304348,3813.76,1500.46,0,194,5905.59625,211.5,0,19832.4409166667
"Spinal fusion except cervical w/o MCC ",0,0,0,0,0,147,223,0,0,2972.2245,0,2065.778,200.912,0,0,0,203.25,0,0,0,761.428651026393,220.807857142857,4707.87625,0,5013.285,0,178.284,0,196.306666666667,391.47,666.11,0,1172.55625,17374.3261696658,1146.04822580645,0,2204.15494623656,1276.98236363636,0,0,1222.98870967742,0,494.885588235294,882.683827493261,608.126206896552,708.19,2712.42110803324,1859.77778920308,0,0,125,4213.67,352.5,0,19578.4811159024
"Spinal procedures w CC or spinal neurostimulators",0,0,0,0,0,1951,480,0,0,5028.67375,0,2225.465,250,2070.96,0,0,364,0,0,0,2355.2,505.34,9691.395,0,0,0,0,0,1038,0,900.35,0,1892.5,16741.6171428571,1216.48333333333,0,2781.929,1886.61875,0,0,519.7,1074.36,3102.98333333333,1422.53307692308,1040,648.8925,2243.09470588235,4193.77863636364,0,0,0,4242.566,0,0,19523.5461428571
"Spinal procedures w MCC .................. ",0,0,0,0,0,0,0,140,0,10324.254,114.84,1572.185,1116.23,0,0,0,0,0,0,0,3823.035,1174.21333333333,9004.86166666667,0,0,0,169.74,0,0,0,0,0,0,19878.112,0,0,4281.416,3359.07166666667,0,0,1881.6,266,6406.155,1314.90166666667,1094.702,1092.21,2387.425,6267.80333333333,0,0,194,7983.174,0,0,24159.528
"Spinal procedures w/o CC/MCC ......... ",0,0,0,0,0,0,0,0,0,2792.53,0,0,0,0,0,0,0,0,0,0,481.674166666667,1026.7,3736.5,0,0,0,191.1,0,0,0,879.33,0,0,14956.2192857143,916.885,0,2753.87538461538,758.97,0,0,0,0,0,539.075,423.181666666667,0,1578.39,1234.69285714286,0,0,0,1983.03,0,0,17710.0946703297
"Splenectomy w CC ",0,0,0,0,0,0,246,0,0,4792.65,0,0,490,0,0,0,255,0,0,274,3237.92666666667,489.695,0,0,2147,0,0,0,0,0,764.38,0,0,13531.0975,1318.59333333333,0,2570.08333333333,459.1,0,0,5557.92,0,1722.165,521.685,0,0,3679.3425,2604.5725,0,0,0,930,0,0,16101.1808333333
"Splenectomy w MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208.44,136.99,0,0,0,0,0,0,0,0,0,0,0,6069.55,0,0,1209.46,1020.56,0,0,231.1,0,139.16,766.23,0,0,0,2545.8,0,0,0,1983.03,0,0,7279.01
"Splenectomy w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,303.24,541.443333333333,0,0,0,0,0,0,0,0,0,0,0,14035.17,1364.39666666667,0,2394.43,0,0,0,0,0,0,0,0,0,1625.67333333333,1188.48666666667,0,0,0,0,0,0,16429.6
"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC",0,0,0,0,0,336.71,0,0,0,11360.92,0,0,0,0,0,0,0,0,0,0,1210.46,0,0,0,0,0,0,0,0,0,363.81,0,0,0,0,0,0,2254.84,0,0,0,0,0,600.295,272.235,0,0,454.86,0,0,0,2426.07,0,0,0
"Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,659,0,0,0,0,0,0,0,0,0,0
"Stomach, esophageal & duodenal proc w CC",0,0,842.1875,0,0,1951,1380.375,0,0,3524.238,367.32,2473.95,261.278888888889,0,0,4292.19428571429,486.5,389.18,431.91,1840,1601.51071428571,708.029375,2257,0,2117,0,0,0,170.38,0,886.482727272727,0,897,13999.8250769231,1144.86955555556,0,2773.83169811321,1122.20166666667,0,0,2625.4855,608.1475,1319.71882352941,888.917142857143,562.672,450.75,2599.38,3235.23915492958,0,0,1836,2298.75,1783.375,0,16773.6567750363
"Stomach, esophageal & duodenal proc w MCC",0,0,0,0,0,10419.9,835.125,0,0,11413.3805882353,283.16,2277.23714285714,407.128333333333,0,0,5680,324.25,972.95,0,906,7725.81172413793,1105.811875,3041.40666666667,0,2621.975,0,0,0,0,238,312.784,0,3409.52833333333,19718.393,1287.13142857143,0,3650.00875,3120.75192307692,44422.26,0,5176.89176470588,809.405,5715.91647058823,2122.98571428571,2533.69833333333,1885.03833333333,3404.8292,14960.0341935484,3765.615,0,1087.25,3389.48909090909,0,0,23368.40175
"Stomach, esophageal & duodenal proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,9169.67,0,2312.17,151,0,0,1699.97,0,0,0,0,804.851764705882,450.422222222222,0,0,5849,0,0,0,0,238,1133.05,0,1239,13989.69475,1199.80236842105,0,2384.61642857143,1459.775,0,0,1283.8,494,1321.825,782.565555555556,880.63,0,3092.41405405405,1697.30317073171,0,5845.935,148,2466.27363636364,564,0,16374.3111785714
"Syncope & collapse ",0,0,465.588235294118,0,0,2684.00277777778,1271.12176470588,0,0,3050.59688888889,431.39,1986.83851851852,557.549948979592,0,0,0,418.970588235294,583.77,1260.09666666667,343.84375,1603.70925311203,1693.36,4675.54944444444,0,3792.794,0,0,0,454.63175,807.572727272727,772.538461538462,0,1191.85525,2174.7,847.78,0,1049.72,526.55469273743,0,0,1286.27181818182,508.1785,1238.08055555556,612.265983606557,536.226666666667,719.581176470588,596.33875,911.452291666667,1339.5625,4057.235,214.071428571429,1589.2986407767,1238.83509803922,0,3224.42
"Tendonitis, myositis & bursitis w MCC ",0,0,446,0,0,943.63,2081.33333333333,0,0,2864.32,228.64,2139.855,342.656666666667,0,0,0,490.25,0,0,0,1957.18764705882,217.155,5541.94,0,1996.915,0,0,0,1171.33333333333,1140.86,592.4,0,1271.45,3262.998,523.52,0,958.665,811.374,0,0,0,427.8,173.673333333333,1092.895,683.166666666667,1634.74,864.435714285714,1559.814,0,0,163.5,1800.446,2228.5,0,4221.663
"Tendonitis, myositis & bursitis w/o MCC",0,0,1009.08333333333,0,0,1913,1688.4375,0,0,2417.9280952381,0,3351.63166666667,459.69,0,0,0,361.75,0,0,400.083333333333,1405.79028571429,110.2,4511.34,0,0,0,218.57,0,538.4325,0,693.182,0,967.747142857143,3687.84,1555.89,0,1143.255,678.068888888889,0,0,0,488.551666666667,1858.1,756.837179487179,497.466666666667,935.11,709.588421052632,814.452105263158,0,0,152.666666666667,1974.32965517241,614.6275,0,4831.095
"Testes procedures w CC/MCC ",0,0,753,0,0,0,351,0,0,0,0,0,0,0,0,0,102,0,0,0,2515.12,589,0,0,0,0,0,0,0,0,0,0,0,17879,8209.64,0,1794.535,0,0,0,2173.65,1093.46,0,0,0,0,579.44,2591.92,0,0,261,828,0,0,19673.535
"Testes procedures w/o CC/MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4663.97,847.78,0,958.44,0,0,0,0,0,0,0,0,0,0,663.22,0,0,0,1983.03,0,0,5622.41
"Threatened abortion ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.076382978723,136.99,0,0,0,0,0,0,0,0,748.215909090909,0,0,0,0,3507.66783783784,984.68,421,0,0,0,0,217,350.34,0,0,124.095,497.260263157895,0,0,1694,0,0,0,984.68
"Thyroid, parathyroid & thyroglossal procedures w CC",0,0,170,0,0,0,1315.75,0,0,0,0,2138.76,245,0,0,0,0,0,0,0,1419.93636363636,1464.59272727273,0,0,0,0,0,0,0,0,1055.32,0,0,26227.314,1269.45545454545,0,4614.628,339.08,0,0,0,0,281.215,701,469,1111.25,2024.98181818182,3017.58,0,30731.09,0,0,0,0,30841.942
"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.526666666667,474.01,0,0,0,0,0,0,0,0,0,0,0,11885.4666666667,1762.57666666667,0,1297.29333333333,0,0,0,0,0,0,0,0,0,2126.565,343.853333333333,0,0,0,0,0,0,13182.76
"Transient ischemia",0,0,209,0,0,2088.9,984.166666666667,0,0,3177.78686046512,0,2157.00333333333,562.328641975309,0,0,0,393.4,0,0,0,1150.5026,858.375,4596.75180555556,0,0,0,0,0,434.717,0,417.94,0,1118.76555555556,0,643,0,0,381.384716981132,0,0,0,527.406428571429,729.193333333333,433.710172413793,464.629111111111,795.080588235294,407.764615384615,1507.79527027027,0,1352.7,135,1697.51459770115,1198.48714285714,0,0
"Transurethral procedures w CC ",0,0,532,0,0,1951,553,0,0,3026.70142857143,966.03,2312.17,376.31652173913,0,0,0,0,0,0,0,1031.74057971014,464.311,4455,0,2147,0,0,0,235,0,852.405625,0,0,7332.06666666667,1243.42681818182,0,932.871285714286,952.916909090909,0,0,1458.65363636364,500.180606060606,568.523333333333,624.72,620,876.273333333333,946.525853658537,1470.36814285714,0,4727.86,354,1701.49296296296,2170.07157894737,0,8264.93795238095
"Transurethral procedures w MCC ",0,0,0,0,0,1925,0,0,0,2907.256,0,0,406.544,0,0,3903,0,194.59,0,0,3386.27625,488.95,0,0,4132,0,0,0,0,966,1471.42666666667,0,0,5868.93125,1162.815,0,679.62625,541.402857142857,0,0,6259.99,575,100,632.3975,318,738.25,1825.89285714286,4386.27,0,0,0,1262.66666666667,0,0,6548.5575
"Transurethral procedures w/o CC/ MCC",0,0,209,0,0,0,199.5,0,0,3085.285,0,0,168.166666666667,0,0,0,246,0,0,0,509.71,476.747142857143,0,0,0,0,237,0,235,0,0,0,0,6163.37166666667,1628.56923076923,0,922.273333333333,544.24625,2754,0,0,916.37,1497.82,0,0,0,1399.16888888889,787.148461538462,0,5175.09,1251,1597.536,850.5,0,7085.645
